respondent,mainbranch,age,country,edlevel,employment,yearscodepro,languageworkedwith,databaseworkedwith,platformworkedwith
4110,I am a developer by profession,38.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,15,Bash/Shell/PowerShell;C#;Java;JavaScript;SQL;TypeScript;Other(s):,Elasticsearch;MariaDB;MongoDB;Microsoft SQL Server;Redis,Docker;Kubernetes;Linux;Microsoft Azure;Windows
4112,I am a developer by profession,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,HTML/CSS;JavaScript;Ruby,PostgreSQL;SQLite,AWS;Linux;MacOS;Slack
4114,I am a developer by profession,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Docker;Kubernetes;Linux;Microsoft Azure;Slack;Windows
4115,I am a developer by profession,30.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,9,Python,Elasticsearch;PostgreSQL;Redis,Arduino;Docker;Google Cloud Platform
4117,I am a developer by profession,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,C#;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;Redis,Docker;Microsoft Azure
4122,I am a developer by profession,47.0,France,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,10,Java;JavaScript;PHP;SQL,MySQL,Android;AWS;iOS
4123,"I am not primarily a developer, but I write code sometimes as part of my work",30.0,Russian Federation,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,6,C#;HTML/CSS;Python;SQL;TypeScript,Microsoft SQL Server,Windows
4124,I am a developer by profession,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,16,Java;JavaScript;Python;SQL,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis,AWS;Docker;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi
4126,I am a developer by profession,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C#;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript,Cassandra;DynamoDB;MongoDB;Microsoft SQL Server;MySQL,Android;AWS
4127,I am a developer by profession,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C++;JavaScript;SQL,Microsoft SQL Server,Android;Docker;Linux;Raspberry Pi;Windows
4128,I am a developer by profession,35.0,Bosnia and Herzegovina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Ruby;SQL,Microsoft SQL Server;MySQL;SQLite,AWS;Docker;Linux;Windows;WordPress
4131,I am a developer by profession,26.0,India,"Professional degree (JD, MD, etc.)",Employed full-time,3,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Ruby;Scala;TypeScript,MongoDB;MySQL;Oracle;PostgreSQL,MacOS;Slack;Windows;WordPress
4138,I am a developer by profession,24.0,Tunisia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,1,Assembly;C;C#;F#;Objective-C,MongoDB;Oracle;PostgreSQL;SQLite,Android;Arduino;Heroku;Linux
4139,I am a developer by profession,53.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,19,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Android;Google Cloud Platform;Linux;Windows;Other(s):
4140,I am a developer by profession,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,1,C++;Python,,Arduino;AWS;Docker;Linux;Raspberry Pi;Slack;Windows
4141,I am a developer by profession,25.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server,Linux;MacOS
4142,I am a developer by profession,35.0,Bolivia,"Professional degree (JD, MD, etc.)",Employed full-time,10,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Android;Microsoft Azure;Windows
4146,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,HTML/CSS;JavaScript;Python;SQL,PostgreSQL,
4147,I am a developer by profession,30.0,Iran,Some college/university study without earning a degree,Employed full-time,8,Go;PHP,MongoDB;MySQL;PostgreSQL,Docker;Kubernetes;Linux
4149,I am a developer by profession,32.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,C#;HTML/CSS;JavaScript;TypeScript,Firebase;Microsoft SQL Server,Docker;Microsoft Azure;Windows
4151,I am a developer by profession,28.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Java;Swift,Firebase;SQLite,Android;iOS
4153,I am a developer by profession,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C#;Python;SQL;VBA,Microsoft SQL Server;SQLite,Android;Google Cloud Platform;iOS;MacOS;Microsoft Azure;Windows
4154,I am a developer by profession,25.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,HTML/CSS;PHP;SQL,MySQL,
4157,I am a developer by profession,63.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,43,Ruby,Redis;SQLite,Docker;Linux
4158,I am a developer by profession,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,Bash/Shell/PowerShell;Go;JavaScript;Python;SQL,DynamoDB;PostgreSQL;Redis,AWS;Google Cloud Platform;Linux
4162,I am a developer by profession,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Bash/Shell/PowerShell;C;C++;C#;F#;HTML/CSS;Java;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Heroku;Linux;MacOS;Windows
4164,I am a developer by profession,32.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Docker
4165,I am a developer by profession,36.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,13,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Python,,Android;Linux;Raspberry Pi;Windows
4166,I am a developer by profession,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,Less than 1 year,HTML/CSS;Java;JavaScript;Python,MongoDB,Android
4169,I am a developer by profession,27.0,United States,Some college/university study without earning a degree,Employed full-time,8,Go;HTML/CSS;JavaScript;Ruby;SQL,Elasticsearch;MongoDB;PostgreSQL;Redis,AWS;Docker;Heroku;Slack
4170,I am a developer by profession,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,Java;JavaScript;Python,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform
4172,I am a developer by profession,27.0,Slovenia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;Other(s):,MySQL;SQLite,Windows
4178,I am a developer by profession,25.0,Czech Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;C;HTML/CSS;Java;Python,MySQL;PostgreSQL;SQLite,Arduino;Google Cloud Platform;Linux;Raspberry Pi;Slack;WordPress
4180,I am a developer by profession,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;Java;JavaScript;Rust;Scala;TypeScript,Elasticsearch;PostgreSQL,Android;AWS
4181,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Microsoft SQL Server;MySQL,Heroku;Windows
4183,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;PHP;SQL,MongoDB;Microsoft SQL Server;MySQL,Docker;WordPress
4184,"I am not primarily a developer, but I write code sometimes as part of my work",30.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,Bash/Shell/PowerShell;Go;Python;R;SQL,Cassandra;MySQL;SQLite,Docker;Linux
4185,I am a developer by profession,26.0,United States,Some college/university study without earning a degree,Employed full-time,2,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;VBA,MongoDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Slack;Windows;WordPress
4188,I am a developer by profession,25.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,1,Python,,Docker;Linux
4192,I am a developer by profession,33.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,Firebase;SQLite,Android;Google Cloud Platform;iOS
4193,I am a developer by profession,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,17,Assembly;Bash/Shell/PowerShell;C;C++;Python;Other(s):,,Docker;Linux;Windows
4194,I am a developer by profession,23.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,Java,MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Microsoft Azure
4196,I am a developer by profession,30.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,Python,Elasticsearch;MariaDB;PostgreSQL;Redis,AWS;Docker;Heroku;Kubernetes;Linux;Slack
4198,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL,Couchbase;Microsoft SQL Server;PostgreSQL;SQLite,AWS;Docker;MacOS;Windows
4200,I am a developer by profession,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,C;C++;C#;HTML/CSS;Java;JavaScript;TypeScript,MongoDB;Microsoft SQL Server;MySQL;SQLite,Linux;Windows
4202,I am a developer by profession,19.0,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,Less than 1 year,HTML/CSS;JavaScript;PHP;SQL,MySQL;Redis,AWS;Linux;Windows
4209,I am a developer by profession,28.0,Germany,Some college/university study without earning a degree,Employed full-time,2,HTML/CSS;JavaScript;SQL,Elasticsearch;MySQL;Redis,Android;iOS
4213,I am a developer by profession,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Swift;TypeScript;WebAssembly;Other(s):,Firebase;SQLite,Android;iOS;MacOS;Slack;Windows;Other(s):
4214,I am a developer by profession,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Windows
4215,I am a developer by profession,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,Linux;Microsoft Azure;Windows
4216,I am a developer by profession,39.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,Bash/Shell/PowerShell;C;C#;F#;Go;JavaScript;SQL,Microsoft SQL Server,Windows
4225,I am a developer by profession,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Other(s):,MySQL;SQLite,MacOS;Microsoft Azure;Windows;WordPress
4226,I am a developer by profession,22.0,Turkey,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed part-time,2,Bash/Shell/PowerShell;C;C++;C#;Dart;Elixir;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,Microsoft SQL Server;PostgreSQL,Android;Docker;iOS;Linux;MacOS;Raspberry Pi;Windows
4228,I am a developer by profession,30.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;SQL,MySQL,AWS;Windows
4229,I am a developer by profession,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,Elasticsearch;PostgreSQL;SQLite,AWS;Google Cloud Platform
4236,I am a developer by profession,22.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,C++;C#;HTML/CSS;Java;Kotlin;PHP;Swift,Firebase;MySQL;Oracle;SQLite,Android;iOS;WordPress
4237,I am a developer by profession,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,HTML/CSS;JavaScript;TypeScript,MySQL,Docker;Windows
4238,"I am not primarily a developer, but I write code sometimes as part of my work",33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,Go;HTML/CSS;JavaScript;Kotlin;Python;Ruby,PostgreSQL;SQLite,Docker;Linux;Raspberry Pi
4239,I am a developer by profession,33.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,C#,PostgreSQL,Windows
4240,I am a developer by profession,32.0,United States,Associate degree,Employed full-time,Less than 1 year,HTML/CSS;Java;JavaScript;SQL;TypeScript;Other(s):,SQLite,Android;iOS
4242,I am a developer by profession,30.0,Germany,Some college/university study without earning a degree,Employed full-time,7,HTML/CSS;JavaScript;TypeScript,MongoDB;PostgreSQL;SQLite,Docker;Raspberry Pi
4243,I am a developer by profession,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,C++;Java;Python;SQL,DynamoDB;Firebase;MySQL;Oracle;Redis;SQLite,Android;Arduino;AWS;Linux;Raspberry Pi
4244,I am a developer by profession,31.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,11,Dart,Firebase,Google Cloud Platform;WordPress
4246,I am a developer by profession,38.0,Czech Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,13,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Other(s):,Firebase;Microsoft SQL Server;MySQL;SQLite;Other(s):,Windows;WordPress
4251,I am a developer by profession,24.0,Germany,Some college/university study without earning a degree,Employed part-time,5,C;C++;HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;MySQL,Docker;Linux
4255,I am a developer by profession,25.0,"Venezuela, Bolivarian Republic of...","Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,HTML/CSS;JavaScript;Python,MongoDB;PostgreSQL;SQLite,AWS;Linux;Slack
4259,I am a developer by profession,,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,C++;HTML/CSS;JavaScript;Python;R;Ruby;SQL,MongoDB;MySQL;Redis,Linux;Raspberry Pi;Slack;Windows
4262,I am a developer by profession,33.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,HTML/CSS;Java;Python;SQL,Oracle,Raspberry Pi;Windows
4263,I am a developer by profession,23.0,United States,Some college/university study without earning a degree,Employed part-time,1,Assembly;Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;R;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Docker;Linux;Microsoft Azure;Slack;Windows;WordPress
4264,I am a developer by profession,37.0,Canada,Some college/university study without earning a degree,Employed full-time,7,Dart;Go;Java;JavaScript,MongoDB,Docker;Linux;MacOS;Raspberry Pi;Slack;Windows
4266,I am a developer by profession,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;R;Ruby;Scala;SQL,Elasticsearch;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Slack;Windows
4269,I am a developer by profession,36.0,Bulgaria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,C#;TypeScript,Microsoft SQL Server,Microsoft Azure;Windows
4272,I am a developer by profession,35.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,DynamoDB;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;AWS;Linux;Raspberry Pi;Slack
4273,I am a developer by profession,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,Bash/Shell/PowerShell;Go;JavaScript;Ruby;SQL,Elasticsearch;PostgreSQL;Redis;SQLite,Docker;Heroku;MacOS;Slack
4274,I am a developer by profession,30.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;MySQL;PostgreSQL,AWS
4276,I am a developer by profession,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,HTML/CSS;Java;JavaScript;Python;Swift,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Linux;Raspberry Pi;Windows
4280,I am a developer by profession,30.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C++;C#,,Android;WordPress
4284,I am a developer by profession,31.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,9,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MongoDB;MySQL,Docker;Linux;Windows
4285,I am a developer by profession,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server,
4289,I am a developer by profession,28.0,Argentina,Some college/university study without earning a degree,Employed full-time,5,Dart;Java,Firebase;SQLite,Android;MacOS;Slack
4296,I am a developer by profession,22.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MySQL;PostgreSQL;Redis,AWS;Docker;Linux;Slack
4299,I am a developer by profession,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,PostgreSQL,AWS;Docker;Heroku;Linux;MacOS;Slack
4300,I am a developer by profession,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,19,C#,Elasticsearch,Microsoft Azure;Windows
4303,I am a developer by profession,32.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,Bash/Shell/PowerShell;Java;JavaScript;Objective-C;Ruby;SQL;Swift;TypeScript,Elasticsearch;Firebase,AWS;Docker;Google Cloud Platform;Kubernetes
4304,I am a developer by profession,29.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,Java;JavaScript;Scala;SQL,MySQL;Oracle,AWS;Docker;Google Cloud Platform;Linux;WordPress
4305,I am a developer by profession,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;SQL;WebAssembly,Microsoft SQL Server,Arduino;Microsoft Azure;Raspberry Pi;Windows
4311,I am a developer by profession,48.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,24,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server,AWS;Windows
4321,I am a developer by profession,42.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,21,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;WebAssembly,Elasticsearch;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,AWS;Docker;Linux;Slack;WordPress
4324,I am a developer by profession,29.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;JavaScript;PHP;SQL;VBA,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Arduino;Linux;Raspberry Pi;Windows
4325,I am a developer by profession,29.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,9,C++;C#;HTML/CSS;JavaScript;TypeScript,DynamoDB;Firebase;MongoDB;PostgreSQL,Arduino;AWS;Docker;Google Cloud Platform;Heroku;Raspberry Pi
